track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
heart's content,brandi carlile,bear creek,0.564,0.209,3.0,-8.922,0.0317,0.724,3.99e-05,0.107,0.402,109.024,214.667,47827214.0,532978.0,7098.0,18.0,,,,
this time tomorrow,brandi carlile,in these silent days,0.606,0.326,10.0,-10.031,0.0294,0.841,0.0,0.139,0.414,91.626,206.267,9755287.0,295422.0,4014.0,168.0,,,,
crowded table,brandi carlile,the highwomen,0.559,0.562,11.0,-5.674,0.0325,0.203,9.48e-06,0.17,0.428,132.062,209.907,27346425.0,1049244.0,12926.0,330.0,,,,
party of one (feat. sam smith),brandi carlile,party of one (feat. sam smith),0.354,0.206,0.0,-11.799,0.0365,0.779,0.00021,0.0959,0.202,139.056,259.559,39229037.0,7718350.0,95460.0,2201.0,,,,
the joke,brandi carlile,"by the way, i forgive you",0.236,0.578,7.0,-5.477,0.0404,0.327,0.00015,0.206,0.227,75.367,279.373,39809540.0,9198502.0,115314.0,5294.0,,,,
highwomen,brandi carlile,the highwomen,0.554,0.47,8.0,-6.604,0.0548,0.77,2.6e-06,0.106,0.346,95.598,212.48,21098857.0,1439189.0,13905.0,770.0,,,,
raise hell,brandi carlile,bear creek,0.652,0.773,11.0,-4.798,0.0457,0.228,7.41e-06,0.0972,0.435,105.946,248.24,16051935.0,791580.0,15262.0,22.0,,,,
seandainya,vierra,storytelling,0.252,0.827,2.0,-4.971,0.0321,0.0836,0.000287,0.219,0.477,93.968,263.467,73176779.0,47653403.0,209282.0,20324.0,,,,
perih,vierra,storytelling,0.367,0.701,9.0,-6.506,0.0305,0.218,0.00152,0.306,0.499,123.346,200.227,39801213.0,13251791.0,50742.0,4331.0,,,,
terlalu lama,vierra,storytelling,0.532,0.57,5.0,-6.677,0.028,0.336,0.0107,0.115,0.392,150.062,247.947,18669772.0,16793031.0,76397.0,5741.0,,,,
jadi yang kuinginkan,vierra,storytelling,0.525,0.869,3.0,-5.085,0.0365,0.189,0.000337,0.0943,0.799,141.836,188.04,20383272.0,6010000.0,49477.0,2257.0,,,,
rasa ini,vierra,storytelling,0.58,0.49,2.0,-6.267,0.0286,0.852,2.85e-05,0.402,0.194,124.986,240.267,25236994.0,35156443.0,164305.0,14830.0,,,,
kesepian,vierra,storytelling,0.601,0.386,8.0,-9.046,0.0252,0.717,0.00487,0.109,0.273,147.928,249.947,14135602.0,21893629.0,116166.0,10052.0,,,,
bersamamu,vierra,storytelling,0.441,0.242,3.0,-9.474,0.0312,0.958,0.0,0.0979,0.381,140.546,252.307,13576969.0,12886128.0,72181.0,5375.0,,,,
takut,vierra,storytelling,0.621,0.183,2.0,-12.603,0.0268,0.975,0.000131,0.128,0.45,77.977,201.28,9335904.0,5032816.0,37493.0,2826.0,,,,
dengarkan curhatku,vierra,storytelling,0.417,0.849,3.0,-5.133,0.03,0.373,0.000132,0.104,0.69,179.826,151.04,4988052.0,2207008.0,15452.0,2108.0,,,,
kepergianmu,vierra,another story vol. 1,0.619,0.491,5.0,-8.797,0.0319,0.767,0.0,0.0983,0.356,119.928,165.976,1980391.0,280607.0,1847.0,154.0,,,,
celestial,ed sheeran,celestial,0.574,0.852,2.0,-1.248,0.0397,0.0529,0.0,0.161,0.501,123.038,209.027,92498982.0,24283273.0,561172.0,19898.0,,,,
bam bam (feat. ed sheeran),ed sheeran,familia,0.756,0.697,8.0,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206.071,619247782.0,140993773.0,1834062.0,37567.0,,,,
for my hand (feat. ed sheeran),ed sheeran,"love, damini",0.87,0.479,9.0,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059,159.124,119730400.0,80086629.0,689733.0,16591.0,,,,
nothing breaks like a heart (feat. miley cyrus),miley cyrus,late night feelings,0.601,0.794,7.0,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217.099,713211866.0,322683243.0,3798746.0,94493.0,,,,
without you (with miley cyrus),miley cyrus,without you (with miley cyrus),0.655,0.469,0.0,-6.257,0.0292,0.173,0.0,0.0956,0.467,92.56,161.385,192678635.0,19365768.0,412163.0,15211.0,,,,
"young, wild & free (feat. bruno mars)",wiz khalifa,mac and devin go to high school (music from and inspired by the movie),0.553,0.652,0.0,-6.685,0.206,0.0897,0.0,0.111,0.551,94.505,207.347,1138123751.0,726604450.0,5635392.0,149004.0,,,,
"sucker for pain (with wiz khalifa, imagine dragons, logic & ty dolla $ign feat. x ambassadors)",wiz khalifa,sucker for pain (with logic & ty dolla $ign feat. x ambassadors),0.502,0.786,9.0,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243.491,1004661276.0,788319057.0,6142558.0,142101.0,,,,
we own it (fast & furious),wiz khalifa,b.o.a.t.s. ii #metime (deluxe),0.563,0.902,1.0,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999,227.907,387222121.0,246860678.0,1750206.0,30502.0,,,,
hopeless romantic (feat. swae lee),wiz khalifa,rolling papers 2,0.877,0.477,9.0,-7.379,0.0587,0.307,0.0,0.0929,0.552,127.023,226.743,312193061.0,84681466.0,795449.0,13480.0,,,,
so high (feat. ghost loft),wiz khalifa,blacc hollywood (deluxe),0.628,0.629,6.0,-4.829,0.0485,0.118,0.0,0.102,0.3,157.99,249.288,225241665.0,138666796.0,767474.0,20340.0,,,,
"shell shocked (feat. kill the noise & madsonik) - from ""teenage mutant ninja turtles""",wiz khalifa,"shell shocked (feat. kill the noise & madsonik) [from ""teenage mutant ninja turtles""]",0.596,0.815,6.0,-5.668,0.0755,0.0111,0.0,0.174,0.459,165.015,206.567,154311299.0,192128213.0,1460377.0,37675.0,,,,
no sleep,wiz khalifa,rolling papers,0.653,0.711,9.0,-6.454,0.0623,0.109,0.0,0.443,0.769,160.048,191.32,184905162.0,180151468.0,759778.0,38465.0,,,,
i'm not here to make friends,calvin harris,gloria,0.698,0.895,0.0,-4.439,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229.605,7259295.0,4847763.0,157036.0,29859.0,,,,
we found love,calvin harris,talk that talk,0.734,0.766,1.0,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,215.227,1018031880.0,1057066343.0,4538294.0,214414.0,,,,
donât blame me,taylor swift,reputation,0.615,0.534,9.0,-6.719,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236.413,464198683.0,229100.0,4707.0,0.0,,,,
superhero (heroes & villains) [with future & chris brown],future,heroes & villains,0.526,0.606,5.0,-5.3,0.259,0.152,2.36e-06,0.194,0.492,116.622,182.667,139674263.0,16297947.0,370746.0,6337.0,,,,
too many nights (feat. don toliver & with future),future,heroes & villains,0.684,0.671,7.0,-4.392,0.0464,0.189,2.37e-05,0.122,0.156,88.048,199.92,79908630.0,7201591.0,122394.0,1965.0,,,,
solo,future,hndrxx,0.784,0.486,5.0,-6.497,0.0475,0.0538,0.497,0.101,0.0894,110.964,265.996,123020364.0,17800804.0,145178.0,2685.0,,,,
mad max,future,lil durk presents: loyal bros 2,0.898,0.64,5.0,-8.796,0.255,0.0212,0.0,0.0919,0.68,149.988,153.6,18174723.0,6090971.0,105213.0,5261.0,,,,
way 2 sexy (with future & young thug),future,certified lover boy,0.803,0.597,11.0,-6.035,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257.605,443050716.0,93172521.0,1217305.0,50848.0,,,,
i can't save you (interlude) [with future & feat. don toliver],future,heroes & villains,0.668,0.727,1.0,-4.613,0.248,0.0301,0.0,0.143,0.309,143.083,90.72,33226491.0,1164323.0,28510.0,495.0,,,,
pushin p (feat. young thug),future,ds4ever,0.773,0.422,1.0,-4.572,0.187,0.00783,0.00693,0.129,0.488,77.502,136.267,269989884.0,28573562.0,437308.0,16020.0,,,,
"chilla chilla (from ""thunivu"")",anirudh ravichander,"chilla chilla (from ""thunivu"")",0.609,0.865,7.0,-6.335,0.277,0.00538,0.0,0.309,0.514,161.848,222.222,17085695.0,45296519.0,1510810.0,118281.0,,,,
jimikki ponnu,anirudh ravichander,varisu,0.751,0.826,5.0,-7.805,0.205,0.588,0.0125,0.104,0.848,176.063,224.096,9328887.0,8146902.0,421084.0,12209.0,,,,
"thenmozhi (from ""thiruchitrambalam"")",anirudh ravichander,"thenmozhi (from ""thiruchitrambalam"")",0.764,0.532,9.0,-5.979,0.0491,0.598,0.0,0.26,0.859,123.95,173.226,55429185.0,36310571.0,358707.0,4321.0,,,,
"arabic kuthu - halamithi habibo (from ""beast"")",anirudh ravichander,"arabic kuthu - halamithi habibo (from ""beast"")",0.608,0.757,2.0,-6.945,0.164,0.259,0.00216,0.259,0.625,124.078,279.677,122505117.0,385491264.0,3171939.0,67394.0,,,,
megham karukatha,anirudh ravichander,thiruchitrambalam (original motion picture soundtrack),0.429,0.614,4.0,-6.573,0.0709,0.513,0.000316,0.0922,0.743,149.966,290.4,61474197.0,101384276.0,948320.0,11377.0,,,,
"dippam dappam (from ""kaathuvaakula rendu kaadhal"")",anirudh ravichander,"dippam dappam (from ""kaathuvaakula rendu kaadhal"")",0.827,0.717,11.0,-7.755,0.111,0.0908,0.000523,0.0511,0.772,123.987,209.032,62181109.0,53848525.0,397303.0,3306.0,,,,
"mayakkama kalakkama (from ""thiruchitrambalam"")",anirudh ravichander,"mayakkama kalakkama (from ""thiruchitrambalam"")",0.789,0.536,9.0,-5.422,0.0424,0.604,2.09e-06,0.088,0.877,124.029,142.258,32529869.0,19763909.0,234308.0,2095.0,,,,
"gundellonaa (from ""ori devuda"")",anirudh ravichander,"gundellonaa (from ""ori devuda"") - single",0.688,0.731,0.0,-6.665,0.108,0.324,0.0,0.326,0.566,132.194,200.114,21040555.0,53008478.0,347007.0,3572.0,,,,
"thaai kelavi (from ""thiruchitrambalam"")",anirudh ravichander,"thaai kelavi (from ""thiruchitrambalam"")",0.661,0.92,9.0,-3.469,0.188,0.0352,1.4e-05,0.314,0.494,82.508,258.909,33299853.0,93382046.0,601968.0,6625.0,,,,
vikram - title track,anirudh ravichander,vikram (original motion picture soundtrack),0.638,0.842,7.0,-5.305,0.0524,0.174,0.000356,0.126,0.145,169.901,218.823,54217671.0,,,,,,,
ojos cerrados,banda ms de sergio lizã¡rraga,ojos cerrados,0.513,0.345,7.0,-7.579,0.0691,0.336,0.0,0.0584,0.68,79.981,180.75,94709926.0,41726048.0,193829.0,1128.0,,,,
la sinvergã¼enza,banda ms de sergio lizã¡rraga,la sinvergã¼enza,0.704,0.482,9.0,-5.352,0.0349,0.211,0.0,0.3,0.604,102.01,198.529,167661438.0,121168740.0,542341.0,11110.0,,,,
â¿y quã© tal si funciona?,banda ms de sergio lizã¡rraga,pa' luego es tarde,0.669,0.497,5.0,-5.48,0.0327,0.621,0.0,0.103,0.701,130.992,185.038,50855902.0,30791103.0,174860.0,12198.0,,,,
141,banda ms de sergio lizã¡rraga,141,0.79,0.543,5.0,-6.952,0.0298,0.128,1.76e-06,0.153,0.794,122.451,171.621,28612447.0,39614295.0,181859.0,8112.0,,,,
el color de tus ojos,banda ms de sergio lizã¡rraga,la mejor versiã³n de mã­,0.765,0.339,8.0,-8.965,0.0365,0.278,0.0,0.131,0.864,123.95,202.56,347146512.0,50987640.0,180519.0,4317.0,,,,
haìblame de ti,banda ms de sergio lizã¡rraga,no me pidas perdã³n,0.781,0.553,5.0,-4.598,0.0454,0.622,1.61e-06,0.0832,0.832,145.06,190.773,293347494.0,,,,,,,
me vas a extraã±ar,banda ms de sergio lizã¡rraga,que bendiciã³n,0.756,0.526,8.0,-5.379,0.0408,0.581,1.08e-05,0.0875,0.94,144.942,176.8,276272104.0,511537476.0,1172001.0,22932.0,,,,
la casita,banda ms de sergio lizã¡rraga,el trabajo es la suerte,0.832,0.525,10.0,-6.806,0.0412,0.277,1.77e-05,0.142,0.967,112.479,217.6,159703637.0,156179239.0,742281.0,13040.0,,,,
me dejã© ir con todo,banda ms de sergio lizã¡rraga,punto y aparte,0.527,0.466,3.0,-6.143,0.0384,0.472,0.0,0.289,0.829,116.447,152.824,8575574.0,5831184.0,28413.0,341.0,,,,
a lo mejor,banda ms de sergio lizã¡rraga,no me pidas perdã³n,0.758,0.528,2.0,-5.294,0.0312,0.543,2.84e-05,0.215,0.629,129.973,212.28,190016541.0,108167555.0,349791.0,5667.0,,,,
there is a light that never goes out - 2011 remaster,the smiths,the queen is dead,0.523,0.769,4.0,-5.855,0.0269,0.04,0.0,0.136,0.876,136.162,244.587,372604524.0,17592440.0,246583.0,829.0,,,,
this charming man - 2011 remaster,the smiths,the smiths,0.611,0.846,11.0,-5.9,0.0436,0.00509,0.0,0.0784,0.751,103.912,162.92,325100346.0,82334090.0,558978.0,13318.0,,,,
heaven knows i'm miserable now - 2011 remaster,the smiths,hatful of hollow,0.609,0.759,6.0,-4.862,0.0276,0.028,0.0,0.183,0.774,114.045,215.76,187979234.0,53211164.0,412820.0,11067.0,,,,
back to the old house - 2011 remaster,the smiths,louder than bombs,0.626,0.488,2.0,-7.805,0.0253,0.0102,0.000188,0.141,0.404,104.13,186.627,52172595.0,2303868.0,48066.0,810.0,,,,
"please, please, please, let me get what i want - 2011 remaster",the smiths,hatful of hollow,0.241,0.468,2.0,-9.579,0.0272,0.534,0.0,0.161,0.451,91.581,112.707,155920879.0,6231744.0,89965.0,2278.0,,,,
how soon is now? - 2011 remaster,the smiths,hatful of hollow,0.398,0.93,11.0,-6.76,0.0615,0.000854,0.121,0.0874,0.725,190.818,408.173,199236015.0,26514905.0,255900.0,10392.0,,,,
this night has opened my eyes - 2011 remaster,the smiths,hatful of hollow,0.696,0.628,2.0,-8.407,0.0274,0.00102,0.428,0.272,0.701,100.038,221.533,84260092.0,5608037.0,78593.0,1359.0,,,,
bigmouth strikes again - 2011 remaster,the smiths,the queen is dead,0.401,0.901,1.0,-5.011,0.041,0.0704,0.0,0.538,0.839,134.799,193.32,142773843.0,1364308.0,18979.0,505.0,,,,
i know it's over - 2011 remaster,the smiths,the queen is dead,0.407,0.424,0.0,-10.583,0.0318,0.0847,0.0,0.234,0.404,113.311,349.187,73223832.0,41877.0,1084.0,86.0,,,,
panic - 2011 remaster,the smiths,louder than bombs,0.53,0.861,7.0,-4.67,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140.507,69112639.0,14685008.0,88991.0,4828.0,,,,
"work remix (feat. a$ap rocky, french montana, trinidad james & schoolboy q)",french montana,trap lord,0.841,0.733,1.0,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283.693,338639728.0,1010850.0,14035.0,432.0,,,,
chit chat,french montana,coke boys 6,0.863,0.402,6.0,-10.403,0.338,0.561,0.0,0.0681,0.561,103.945,154.781,3574337.0,224568.0,12695.0,348.0,,,,
je m'appelle (feat. tion wayne & french montana) - remix,french montana,je m'appelle (remix),0.761,0.773,11.0,-4.57,0.238,0.152,0.0,0.63,0.947,141.174,150.213,26220322.0,14225130.0,356228.0,7299.0,,,,
"welcome to the party (with french montana & lil pump, feat. zhavia ward) - from deadpool 2",french montana,"welcome to the party (with french montana & lil pump, feat. zhavia ward) [from deadpool 2]",0.618,0.845,2.0,0.175,0.132,0.114,0.0,0.415,0.486,171.921,181.72,238992070.0,207546580.0,2385757.0,69474.0,,,,
all the way up (feat. infared),french montana,plata o plomo,0.414,0.807,10.0,-4.12,0.348,0.0428,0.0,0.822,0.409,175.158,191.901,319609081.0,244372069.0,2661297.0,46803.0,,,,
no stylist (feat. drake),french montana,montana,0.762,0.696,5.0,-4.795,0.126,0.0172,1.33e-06,0.22,0.532,147.123,189.692,407435431.0,193222461.0,1362569.0,33082.0,,,,
fu (feat. french montana),french montana,bangerz (deluxe version),0.548,0.833,7.0,-3.294,0.0497,0.199,0.0,0.305,0.467,190.029,229.693,88782464.0,179980.0,857.0,21.0,,,,
tip toe (feat. french montana),french montana,tip toe (feat. french montana),0.845,0.709,10.0,-4.547,0.0714,0.0233,0.0,0.094,0.62,98.062,187.521,346367209.0,195877419.0,1316493.0,23869.0,,,,
hurtin' me,french montana,hurtin' me,0.535,0.794,0.0,-4.933,0.161,0.102,1.52e-05,0.144,0.799,203.712,212.815,119994653.0,207595902.0,1031404.0,24142.0,,,,
summer of love (shawn mendes & tainy),tainy,summer of love,0.776,0.808,11.0,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,184.104,290520956.0,36655871.0,720890.0,25234.0,,,,
callaita,tainy,un verano sin ti,0.608,0.626,2.0,-4.773,0.301,0.597,2.16e-06,0.25,0.246,176.086,250.534,1214940413.0,,,,,,,
un dia (one day),tainy,jose,0.58,0.695,6.0,-8.244,0.0671,0.00638,0.0,0.174,0.402,168.124,232.147,723300548.0,339808540.0,2870081.0,83149.0,,,,
to my love - tainy remix,tainy,amanecer (remixed),0.764,0.59,7.0,-4.292,0.0395,0.129,0.00847,0.0851,0.281,99.996,251.773,266146912.0,254887144.0,976778.0,37659.0,,,,
pensã¡ndote,tainy,afrodisã­aco,0.79,0.655,1.0,-3.376,0.0762,0.464,0.00165,0.0837,0.56,170.023,216.414,45682725.0,439629.0,7193.0,51.0,,,,
imaginaste,tainy,famouz,0.778,0.658,6.0,-5.808,0.237,0.111,0.0,0.295,0.578,179.966,198.613,70448004.0,97782587.0,480266.0,7333.0,,,,
sci-fi,tainy,sci-fi,0.66,0.915,1.0,-2.43,0.0678,0.221,0.0,0.388,0.377,100.015,198.54,18929102.0,7108755.0,79637.0,2111.0,,,,
"dil ko karaar aaya (from ""sukoon"")",neha kakkar,"dil ko karaar aaya (from ""sukoon"")",0.55,0.448,11.0,-9.117,0.0366,0.777,0.000459,0.111,0.388,147.986,231.487,142929115.0,281103508.0,4294367.0,581710.0,,,,
"tu hi yaar mera (from ""pati patni aur woh"")",neha kakkar,"tu hi yaar mera (from ""pati patni aur woh"")",0.718,0.382,7.0,-8.237,0.0466,0.585,0.0,0.128,0.499,87.029,200.992,113790392.0,216581828.0,1671452.0,23164.0,,,,
"garmi (from ""street dancer 3d"") (feat. varun dhawan)",neha kakkar,"garmi (from ""street dancer 3d"")",0.788,0.87,9.0,-5.217,0.177,0.123,1.43e-05,0.0692,0.884,109.974,182.739,91934401.0,356807355.0,1882464.0,26831.0,,,,
bijli,neha kakkar,"bijli (from ""govinda naam mera"")",0.573,0.819,1.0,-6.246,0.256,0.306,1.13e-06,0.0653,0.862,108.786,174.0,5921975.0,44370705.0,346844.0,45716.0,,,,
"dilbar (from ""satyameva jayate"")",neha kakkar,"dilbar (from ""satyameva jayate"")",0.725,0.912,9.0,-3.665,0.0851,0.155,7.68e-05,0.107,0.674,104.054,184.433,74982321.0,1226957185.0,5169453.0,185316.0,,,,
kala chashma,neha kakkar,the neha kakkar collection,0.801,0.856,0.0,-4.233,0.065,0.0984,6.62e-05,0.228,0.919,106.026,187.006,51341590.0,882130101.0,3100777.0,66038.0,,,,
valentine's mashup 2019,neha kakkar,valentine's mashup 2019,0.595,0.61,7.0,-6.887,0.0499,0.332,2.14e-06,0.0628,0.314,97.974,212.522,55399812.0,27648482.0,500052.0,23463.0,,,,
silver soul,beach house,teen dream,0.356,0.67,2.0,-5.825,0.0324,0.467,0.000106,0.288,0.117,135.032,298.68,83433218.0,1837847.0,30695.0,1466.0,,,,
myth,beach house,bloom,0.445,0.708,3.0,-6.268,0.0293,0.032,0.0908,0.171,0.414,141.965,258.653,114153480.0,2439327.0,76693.0,905.0,,,,
wildflower,beach house,depression cherry,0.44,0.508,3.0,-7.821,0.0274,0.536,0.525,0.0903,0.217,81.097,219.453,31160102.0,1467071.0,14381.0,346.0,,,,
master of none,beach house,beach house,0.492,0.344,5.0,-15.259,0.0259,0.674,0.531,0.0933,0.247,86.485,199.414,54018697.0,2180123.0,23451.0,1451.0,,,,
ppp,beach house,depression cherry,0.49,0.466,1.0,-7.685,0.0284,0.364,0.888,0.0568,0.153,104.882,368.547,49267838.0,232032.0,6589.0,96.0,,,,
wherever you go,beach house,b-sides and rarities,0.545,0.416,9.0,-11.186,0.0305,0.223,0.943,0.227,0.224,128.034,206.625,12459828.0,213051.0,4536.0,111.0,,,,
take care,beach house,teen dream,0.568,0.865,1.0,-7.401,0.0289,0.472,0.000425,0.0845,0.421,110.85,348.44,48866217.0,399643.0,2591.0,214.0,,,,
once twice melody,beach house,once twice melody,0.353,0.73,7.0,-11.021,0.0343,0.39,0.863,0.136,0.427,168.234,284.907,13696937.0,484210.0,9015.0,336.0,,,,
lemon glow,beach house,7,0.465,0.818,0.0,-7.924,0.03,0.446,0.976,0.232,0.53,148.427,244.947,42352803.0,3860926.0,43749.0,1746.0,,,,
leave before you love me (with jonas brothers),jonas brothers,leave before you love me,0.721,0.738,7.0,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154.983,539669724.0,128292014.0,1157396.0,27515.0,,,,
like it's christmas,jonas brothers,like it's christmas,0.725,0.571,1.0,-6.007,0.102,0.0183,0.0,0.0519,0.61,146.035,200.88,140981489.0,9223129.0,96523.0,1632.0,,,,
burnin' up,jonas brothers,a little bit longer,0.667,0.954,2.0,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.03,175.093,184712288.0,48321947.0,483530.0,18786.0,,,,
i need you christmas,jonas brothers,i need you christmas,0.359,0.497,0.0,-6.244,0.0288,0.637,0.0,0.105,0.169,99.186,206.067,45948796.0,1162605.0,51211.0,,,,,
who's in your head,jonas brothers,who's in your head,0.704,0.778,5.0,-5.331,0.0971,0.00447,0.0,0.0731,0.821,101.025,183.537,57667949.0,14119175.0,205493.0,4486.0,,,,
year 3000,jonas brothers,music from chasing happiness,0.659,0.857,11.0,-5.85,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201.96,133222697.0,31385405.0,365168.0,24713.0,,,,
remember this,jonas brothers,remember this,0.669,0.629,1.0,-5.018,0.0803,0.217,0.0,0.366,0.294,110.865,178.222,47406951.0,657136.0,22377.0,985.0,,,,
play it again,luke bryan,crash my party,0.506,0.886,11.0,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,226.867,437234139.0,230253639.0,799953.0,21190.0,,,,
that's my kind of night,luke bryan,crash my party,0.661,0.751,7.0,-2.909,0.0481,0.0571,0.0,0.105,0.875,109.995,190.187,277988174.0,137283342.0,560761.0,18516.0,,,,
kiss tomorrow goodbye,luke bryan,tailgates & tanlines,0.571,0.937,5.0,-3.467,0.0365,0.0064,0.0,0.316,0.584,115.013,203.133,93279028.0,20183301.0,105757.0,2847.0,,,,
i don't want this night to end,luke bryan,tailgates & tanlines,0.616,0.728,9.0,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934,219.973,168465144.0,139702794.0,511660.0,14460.0,,,,
rain is a good thing,luke bryan,doin' my thing,0.622,0.932,11.0,-4.66,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176.16,127274041.0,32597238.0,127657.0,5066.0,,,,
drunk on you,luke bryan,tailgates & tanlines,0.558,0.872,9.0,-4.401,0.0449,0.178,0.0,0.173,0.472,143.971,213.547,161431617.0,94093399.0,316605.0,9845.0,,,,
"huntin', fishin' and lovin' every day",luke bryan,kill the lights (deluxe),0.543,0.81,0.0,-4.275,0.0368,0.14,1.23e-05,0.145,0.395,76.978,278.613,177948822.0,259898309.0,752589.0,25503.0,,,,
kick the dust up,luke bryan,kill the lights (deluxe),0.597,0.86,1.0,-2.315,0.0461,0.196,0.0,0.087,0.818,172.064,190.587,154979561.0,91260443.0,337197.0,9218.0,,,,
country on,luke bryan,prayin' in a deer stand,0.52,0.751,5.0,-5.064,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,236.456,23808668.0,4448769.0,35144.0,4119.0,,,,
kesariya,amitabh bhattacharya,brahmastra (original motion picture soundtrack),0.577,0.574,0.0,-6.525,0.0278,0.572,0.0,0.1,0.436,94.009,268.165,237685270.0,405014536.0,5395020.0,156860.0,,,,
"ghodey pe sawaar (from ""qala"")",amitabh bhattacharya,"ghodey pe sawaar (from ""qala"")",0.777,0.481,3.0,-6.127,0.0274,0.794,4.23e-05,0.265,0.814,102.003,193.832,17676748.0,6529165.0,168831.0,1887.0,,,,
deva deva,amitabh bhattacharya,brahmastra (original motion picture soundtrack),0.539,0.729,0.0,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074,279.107,60032339.0,84219593.0,923133.0,54430.0,,,,
dance ka bhoot,amitabh bhattacharya,brahmastra (original motion picture soundtrack),0.632,0.929,6.0,-5.297,0.128,0.0503,0.0,0.271,0.584,136.008,245.735,24708296.0,63596476.0,544257.0,54606.0,,,,
iktara,amitabh bhattacharya,wake up sid (original motion picture soundtrack),0.616,0.525,7.0,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,253.773,68980616.0,55882351.0,472950.0,6261.0,,,,
"phir na aisi raat aayegi (from ""laal singh chaddha"")",amitabh bhattacharya,"phir na aisi raat aayegi (from ""laal singh chaddha"")",0.435,0.418,1.0,-7.915,0.0295,0.903,0.0,0.1,0.212,128.049,283.225,20278831.0,730925.0,17638.0,668.0,,,,
iktara - lofi flip,amitabh bhattacharya,iktara (lofi flip),0.382,0.52,7.0,-12.319,0.0366,0.225,0.0506,0.427,0.179,159.894,173.974,19068813.0,71520.0,2295.0,68.0,,,,
rasiya reprise,amitabh bhattacharya,brahmastra (original motion picture soundtrack),0.34,0.606,4.0,-8.517,0.0379,0.798,0.00205,0.0963,0.268,151.383,285.0,6597558.0,7640527.0,110387.0,8509.0,,,,
